ModbusManager 1.0.8
20150624
Product: F1145, F1245
Database: 4446
Title;Info;ID;Unit;Size;Factor;Min;Max;Default;Mode
"Allow Cooling";"Whether to allow cooling (only valid for operational mode Manual or Add. heat only)";47372;"";u8;1;0;1;1;R/W;
"Max diff. comp.";"";47378;"°C";s16;10;10;250;100;R/W;
"Max diff. add.";"";47379;"°C";s16;10;10;240;70;R/W;
"Low brine out autoreset";" 0=Off 1=On";47380;"";u8;1;0;1;0;R/W;
"Low brine out temp.";"";47381;"°C";s16;10;-120;150;-80;R/W;
"High brine in";"Activates the High brine in temperature alarm. 0=Off 1=On";47382;"";u8;1;0;1;0;R/W;
"High brine in temp.";"The brine in temperature that triggers the high brine in temperature alarm (if active).";47383;"°C";s16;10;100;300;200;R/W;
"Date format";" 1=DD-MM-YY 2=YY-MM-DD";47384;"";u8;1;1;2;1;R/W;
"Time format";" 12=12 hours 24=24 Hours";47385;"";u8;1;12;24;24;R/W;
"HW production";"Activates hot water production where applicable 0=Off 1=On";47387;"";u8;1;0;1;0;R/W;
"Alarm lower room temp.";"Lowers the room temperature during red light alarms to notify the occupants of the building that something is the matter 0=Off 1=On";47388;"";u8;1;0;1;0;R/W;
"Alarm lower HW temp.";"Lowers the hot water temperature during red light alarms to notify the occupants of the building that something is the matter 0=Off 1=On";47389;"";u8;1;0;1;1;R/W;
"Use room sensor S4";"When activated the system uses the room sensor 0=Off 1=On";47391;"";u8;1;0;1;0;R/W;
"Use room sensor S3";"When activated the system uses the room sensor 0=Off 1=On";47392;"";u8;1;0;1;0;R/W;
"Use room sensor S2";"When activated the system uses the room sensor 0=Off 1=On";47393;"";u8;1;0;1;0;R/W;
"Use room sensor S1";"When activated the system uses the room sensor 0=Off 1=On";47394;"";u8;1;0;1;0;R/W;
"Room sensor setpoint S4";"Sets the room temperature setpoint for the system";47395;"°C";s16;10;50;300;200;R/W;
"Room sensor setpoint S3";"Sets the room temperature setpoint for the system";47396;"°C";s16;10;50;300;200;R/W;
"Room sensor setpoint S2";"Sets the room temperature setpoint for the system";47397;"°C";s16;10;50;300;200;R/W;
"Room sensor setpoint S1";"Sets the room temperature setpoint for the system";47398;"°C";s16;10;50;300;200;R/W;
"Room sensor factor S4";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47399;"";u8;10;0;60;20;R/W;
"Room sensor factor S3";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47400;"";u8;10;0;60;20;R/W;
"Room sensor factor S2";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47401;"";u8;10;0;60;20;R/W;
"Room sensor factor S1";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47402;"";u8;10;0;60;20;R/W;
"Speed circ.pump HW";"";47413;"%";u8;1;1;100;70;R/W;
"Speed circ.pump Heat";"";47414;"%";u8;1;1;100;70;R/W;
"Speed circ.pump Pool";"";47415;"%";u8;1;70;70;70;R/W;
"Speed circ.pump Economy";"";47416;"%";u8;1;0;0;0;R/W;
"Speed circ.pump Cooling";"";47417;"%";u8;1;1;100;70;R/W;
"Speed brine pump";"";47418;"%";u8;1;1;100;75;R/W;
"Night cooling";"If the fan should have a higher speed when there is a high room temp and a low outdoor temp. 0=Off 1=On";47537;"";u8;1;0;1;0;R/W;
"Start room temp. night cooling";"";47538;"°C";u8;1;20;30;25;R/W;
"Night Cooling Min. diff.";"Minimum difference between room temp and outdoor temp to start night cooling";47539;"°C";u8;1;3;10;6;R/W;
"Heat DM diff";"Difference in DM between compressor starts in heating mode";47540;"";s16;1;10;2000;60;R/W;
"Cooling DM diff";"Difference in DM between compressor starts in cooling mode";47543;"";s16;1;10;150;30;R/W;
"Operational mode";"The operational mode of the heat pump 0=Auto 1=Manual 2=Add. heat only";47570;"";u8;1;0;0;0;R/W;
"FLM 2 speed 4";"";48053;"%";u8;1;0;100;100;R/W;
"FLM 2 speed 3";"";48054;"%";u8;1;0;100;80;R/W;
"FLM 2 speed 2";"";48055;"%";u8;1;0;100;30;R/W;
"FLM 2 speed 1";"";48056;"%";u8;1;0;100;0;R/W;
"FLM 2 speed normal";"";48057;"%";u8;1;0;100;65;R/W;
"FLM 3 speed 4";"";48058;"%";u8;1;0;100;100;R/W;
"FLM 3 speed 3";"";48059;"%";u8;1;0;100;80;R/W;
"FLM 3 speed 2";"";48060;"%";u8;1;0;100;30;R/W;
"FLM 3 speed 1";"";48061;"%";u8;1;0;100;0;R/W;
"FLM 3 speed normal";"";48062;"%";u8;1;0;100;65;R/W;
"FLM 4 speed 4";"";48063;"%";u8;1;0;100;100;R/W;
"FLM 4 speed 3";"";48064;"%";u8;1;0;100;80;R/W;
"FLM 4 speed 2";"";48065;"%";u8;1;0;100;30;R/W;
"FLM 4 speed 1";"";48066;"%";u8;1;0;100;0;R/W;
"FLM 4 speed normal";"";48067;"%";u8;1;0;100;65;R/W;
"FLM 4 accessory";"Activates the FLM 4 accessory";48068;"";u8;1;0;1;0;R/W;
"FLM 3 accessory";"Activates the FLM 3 accessory";48069;"";u8;1;0;1;0;R/W;
"FLM 2 accessory";"Activates the FLM 2 accessory";48070;"";u8;1;0;1;0;R/W;
"FLM 1 accessory";"Activates the FLM 1 accessory";48071;"";u8;1;0;1;0;R/W;
"DM diff start add.";"The value below the last compressor step the degree minutes needed to be reached for the pump to start electric addition";48072;"";s16;1;0;0;0;R/W;
"FLM cooling";"FLM cooling activated";48073;"";u8;1;0;1;0;R/W;
"Set point for BT74";"Set point for change between cooling and heating when using BT74";48074;"";s16;10;50;400;210;R/W;
"Pool 2 accessory";"Activate the pool 2 accessory";48087;"";u8;1;0;1;0;R/W;
"Pool 1 accessory";"Activates the pool 1 accessory";48088;"";u8;1;0;1;0;R/W;
"Pool 2 start temp.";"The Temperature below which the pool heating should start";48089;"°C";s16;10;50;800;220;R/W;
"Pool 1 start temp.";"The Temperature below which the pool heating should start";48090;"°C";s16;10;50;800;220;R/W;
"Pool 2 stop temp.";"The Temperature at which the pool heating will stop";48091;"°C";s16;10;50;800;240;R/W;
"Pool 1 stop temp.";"The Temperature at which the pool heating will stop";48092;"°C";s16;10;50;800;240;R/W;
"Pool 2 Activated";"Activates pool heating";48093;"";u8;1;0;1;1;R/W;
"Pool 1 Activated";"Activates pool heating";48094;"";u8;1;0;1;1;R/W;
"Period Pool 2";"";48133;"min";u8;1;0;180;30;R/W;
"Min cooling supply temp S4";"Minimum allowed supply temperature during cooling";48174;"°C";s8;1;5;30;18;R/W;
"Min cooling supply temp S3";"Minimum allowed supply temperature during cooling";48175;"°C";s8;1;5;30;18;R/W;
"Min cooling supply temp S2";"Minimum allowed supply temperature during cooling";48176;"°C";s8;1;5;30;18;R/W;
"Min cooling supply temp S1";"Minimum allowed supply temperature during cooling";48177;"°C";s8;1;5;30;18;R/W;
"Cooling supply temp. at 20°C";"Supply Temperature at 20°C. Used to create cooling curve";48178;"°C";s8;1;5;30;20;R/W;
"Cooling supply temp. at 20°C";"Supply Temperature at 20°C. Used to create cooling curve";48179;"°C";s8;1;5;30;20;R/W;
"Cooling supply temp. at 20°C";"Supply Temperature at 20°C. Used to create cooling curve";48180;"°C";s8;1;5;30;20;R/W;
"Cooling supply temp. at 20°C";"Supply Temperature at 20°C. Used to create cooling curve";48181;"°C";s8;1;5;30;20;R/W;
"Cooling supply temp. at 40°C";"Supply Temperature at 40°C. Used to create cooling curve";48182;"°C";s8;1;5;30;20;R/W;
"Cooling supply temp. at 40°C";"Supply Temperature at 40°C. Used to create cooling curve";48183;"°C";s8;1;5;30;20;R/W;
"Cooling supply temp. at 40°C";"Supply Temperature at 40°C. Used to create cooling curve";48184;"°C";s8;1;5;30;20;R/W;
"Cooling supply temp. at 40°C";"Supply Temperature at 40°C. Used to create cooling curve";48185;"°C";s8;1;5;30;20;R/W;
"Cooling use mix. valves";"Close use valves during cooling mode";48186;"";u8;1;0;1;0;R/W;
"Cooling use mix. valves";"Close use valves during cooling mode";48187;"";u8;1;0;1;0;R/W;
"Cooling use mix. valves";"Close use valves during cooling mode";48188;"";u8;1;0;1;0;R/W;
"Cooling use mix. valves";"Close use valves during cooling mode";48189;"";u8;1;0;0;0;R/W;
"Heatdump mix. valve delay";"Mixing valve step delay for the heatdump valve";48190;"s";s16;1;10;500;30;R/W;
"Heatdump mix. valve amp.";"Mixing valve amplification for the heatdump valve";48191;"";s8;10;1;100;10;R/W;
"Cooldump mix. valve delay";"Mixing valve step delay for the cooldump valve for the ACS-system";48192;"s";s16;1;10;500;30;R/W;
"Cooldump mix. valve amp.";"Mixing valve amplification for the cooldump valve for the ACS-system";48193;"";s8;10;1;100;10;R/W;
"ACS accessory";"Activate the ACS accessory";48194;"";u8;1;0;1;0;R/W;
"ACS heat dump 24h-function";"";48195;"";u8;1;0;1;0;R/W;
"ACS run brinepump in wait mode";"";48196;"";u8;1;0;1;0;R/W;
"ACS closingtime for cool dump";"";48197;"s";u8;1;0;100;0;R/W;
"Max charge pump reg speed";"Max charge pump reg speed";48226;"%";u8;1;80;100;100;R/W;
"SG Ready heating";"Sets whether or not SG Ready should affect heating";48282;"";u8;1;0;1;1;R/W;
"SG Ready cooling";"Sets whether or not SG Ready should affect cooling";48283;"";u8;1;0;1;1;R/W;
"SG Ready hot water";"Sets whether or not SG Ready should affect hot water";48284;"";u8;1;0;1;1;R/W;
"SG Ready pool";"Sets whether or not SG Ready should affect pool";48285;"";u8;1;0;1;1;R/W;
"Auto heat medium pump speed, hw";"Auto heat medium pump speed hw";48452;"%";s8;1;0;1;1;R/W;
"Auto heat medium pump speed, heat";"Auto heat medium pump speed heat";48453;"%";s8;1;0;1;1;R/W;
"Auto heat medium pump speed, pool";"Auto heat medium pump speed pool";48454;"%";s8;1;0;1;1;R/W;
"Auto heat medium pump speed, cool";"Auto heat medium pump speed cool";48455;"%";s8;1;0;1;0;R/W;
"Operational mode heat medium pump, cooling";"";48456;"";u8;1;10;20;10;R/W;
"Max speed circ.pump Heat";"";48458;"%";u8;1;50;100;100;R/W;
"Speed brine pump cooling";"";48459;"%";u8;1;0;100;100;R/W;
"Speed circ.pump Cooling";"";48487;"%";u8;1;1;100;70;R/W;
